Well Name,Bit RPM (RPM),Bit Torque (kft_lb),Depth of Cut (in),Gamma (api),Mechanical Specific Energy (ksi),On Bottom ROP (ft_per_hr),Rotary RPM (RPM),Total Pump Output (gal_per_min),Weight on Bit (klbs)
Well 3,287,5,0.175,150.162,36.1,250.27,107.12,721.87,26.5
Well 3,288,5,0.175,150.126,36.4,250.21,107.1,722.52,26.4
Well 3,287,5,0.175,142.6881,36.3,250.33,107.07,721.8,26.1
Well 3,288,5,0.175,150.162,36.1,250.27,107.1,723.11,26.8
Well 3,288,5,0.175,137.71450000000002,36.1,250.39,107.04,723.16,26.4
Well 3,287,5,0.175,160.2496,35.9,250.39,107.21,723.11,26.0
Well 3,285,5,0.175,151.34099999999998,34.5,248.1,106.68,713.87,21.3
Well 3,285,5,0.181,153.426,35.6,255.71,106.68,713.93,22.0
Well 3,285,5,0.18,140.10700000000003,36.9,254.74,106.82,712.57,22.4
Well 3,284,5,0.173,149.3158,37.1,244.78,106.63,711.91,23.2
Well 3,285,5,0.173,136.88080000000002,37.4,244.43,106.57,712.57,23.4
Well 3,285,5,0.172,148.9254,37.6,244.14,106.71,712.63,24.8
Well 3,285,5,0.172,144.0131,37.8,244.09,106.77,713.34,24.2
Well 3,285,5,0.173,148.99859999999998,38.1,244.26,106.77,712.69,23.8
Well 3,285,5,0.173,131.74380000000002,38.3,243.97,106.77,712.57,24.0
Well 3,285,5,0.173,144.0839,38.6,244.21,106.63,712.57,27.4
Well 3,284,5,0.173,144.0485,39.2,244.15,106.68,711.26,26.3
Well 3,284,5,0.173,131.8356,39.5,244.14,106.82,711.26,26.0
Well 3,284,5,0.173,144.07799999999997,39.8,244.2,106.79,713.52,25.2
Well 3,251,6,0.233,143.26579999999998,38.5,247.01,67.54,728.35,28.1
Well 3,282,2,0.212,148.855,16.7,297.71,106.9,700.1,24.1
Well 3,281,3,0.187,147.084,21.7,262.65,106.93,696.66,25.9
Well 3,286,4,0.184,143.23120000000003,25.1,255.77,106.88,718.44,27.2
Well 3,287,5,0.179,130.4733,36.5,255.83,106.96,720.4,27.8
Well 3,250,2,0.143,100.82729999999998,26.8,176.89,77.0,692.87,20.9
Well 3,249,3,0.141,40.1051,26.0,174.37,77.03,688.84,21.4
Well 3,254,4,0.143,64.6092,37.4,179.47,77.19,709.61,22.5
Well 3,252,5,0.171,57.7368,37.6,213.84,76.81,705.34,19.8
Well 3,253,5,0.175,39.337199999999996,35.9,218.54,76.64,705.34,19.9
Well 3,253,5,0.177,46.745999999999995,35.4,222.6,76.53,705.29,20.2
Well 3,252,5,0.194,53.2048,35.0,241.84,76.45,706.0,21.3
Well 3,252,5,0.197,51.4374,33.0,244.94,76.61,704.57,21.9
Well 3,252,5,0.196,51.4374,33.5,244.94,76.89,703.21,22.3
Well 3,252,5,0.196,51.3303,34.0,244.43,76.97,702.68,23.1
Well 3,252,5,0.206,54.15899999999999,33.0,257.9,76.53,703.27,23.3
Well 3,252,5,0.218,70.8344,31.9,272.44,76.72,701.85,24.2
Well 3,252,5,0.223,69.4425,31.7,277.77,76.86,702.44,25.2
Well 3,252,6,0.227,79.3156,33.6,283.27,76.72,702.56,25.8
Well 3,253,5,0.158,63.1712,39.4,197.41,76.92,706.65,19.6
Well 3,253,5,0.168,105.255,39.5,210.51,76.78,705.94,24.8
Well 3,252,5,0.163,128.4381,39.6,203.87,76.61,703.81,24.4
Well 3,252,5,0.161,125.5149,37.9,199.23,76.69,701.14,25.7
Well 3,248,1,0.076,186.18,25.1,93.09,73.6,700.44,26.0
Well 3,248,1,0.056,167.0139,17.7,68.73,70.4,710.47,27.5
Well 3,254,1,0.252,196.8624,5.3,312.48,90.93,656.2,27.7
Well 3,250,1,0.294,195.1884,4.7,361.46,90.35,639.2,30.5
Well 3,247,1,0.338,176.902,3.5,411.4,90.41,630.02,33.1
Well 3,246,1,0.361,163.99280000000002,2.5,431.56,90.02,628.54,35.6
Well 3,246,1,0.353,194.9066,2.7,423.71,90.65,625.76,35.3
Well 3,243,0,0.286,162.5568,1.9,338.66,90.27,612.32,35.0
Well 3,250,0,0.267,167.882,1.3,322.85,90.43,638.49,37.2
Well 3,247,0,0.271,170.77320000000003,2.5,328.41,90.41,629.97,36.7
Well 3,247,0,0.305,146.3982,2.4,375.38,90.54,627.89,38.2
Well 3,249,0,0.308,131.761,2.6,376.46,90.68,637.07,38.1
Well 3,245,1,0.331,135.8945,2.8,388.27,89.69,625.05,40.1
Well 3,245,1,0.329,134.87460000000002,3.0,396.69,90.3,621.56,40.7
Well 3,243,0,0.321,157.21859999999998,2.0,383.46,90.38,615.69,39.6
Well 3,245,0,0.315,148.0557,1.5,379.63,89.99,624.69,39.6
Well 3,246,0,0.317,151.668,2.2,379.17,90.43,629.33,40.6
Well 3,246,0,0.31,149.74,2.5,374.35,90.24,629.78,39.9
Well 3,248,1,0.322,152.7669,3.7,391.71,89.96,635.11,40.1
Well 3,248,1,0.324,141.5484,4.9,393.19,89.8,636.92,39.6
Well 3,250,2,0.316,142.29829999999998,7.2,384.59,90.16,641.82,40.7
Well 3,250,2,0.312,141.6471,7.9,382.83,90.3,641.82,40.1
Well 3,249,2,0.321,145.1917,8.2,392.41,90.35,637.62,39.8
Well 3,251,2,0.32,133.56900000000002,8.6,392.85,90.41,642.58,39.2
Well 3,248,3,0.137,175.032,26.2,168.3,74.9,694.12,16.6
Well 3,247,3,0.156,171.819,25.9,190.91,75.01,693.47,17.4
Well 3,249,4,0.159,153.6155,28.6,194.45,74.76,700.83,18.5
Well 3,249,4,0.158,168.9888,32.2,194.24,74.85,700.12,22.4
Well 3,249,4,0.144,188.5422,38.5,177.87,74.65,700.12,21.3
Well 3,249,4,0.157,158.2026,36.1,192.93,74.71,698.64,27.6
Well 3,249,4,0.159,158.16870000000003,33.5,195.27,74.96,698.76,27.8
Well 3,249,4,0.171,168.64000000000001,33.4,210.8,74.74,697.4,27.4
Well 3,248,4,0.174,160.0125,32.0,213.35,74.65,698.71,27.0
Well 3,249,4,0.174,147.0459,30.9,213.11,75.12,699.42,27.3
Well 3,249,4,0.173,191.889,30.9,213.21,74.43,698.71,26.7
Well 3,249,4,0.174,192.24900000000002,31.1,213.61,74.27,699.36,27.3
Well 3,249,4,0.174,192.258,30.3,213.62,74.52,698.59,26.9
Well 3,248,4,0.174,191.835,30.6,213.15,74.6,698.71,27.2
Well 3,249,4,0.176,170.6953,31.3,216.07,74.71,697.94,27.1
Well 3,249,4,0.188,172.695,30.5,230.26,74.27,698.71,27.6
Well 3,249,4,0.197,171.7916,29.2,241.96,74.54,698.71,28.4
Well 3,248,4,0.204,188.2275,28.1,250.97,74.43,698.06,28.7
Well 3,248,4,0.205,185.592,28.1,250.8,74.13,698.71,28.8
Well 3,248,5,0.208,189.83219999999997,28.4,256.53,73.88,697.28,29.0
Well 3,248,5,0.212,187.2072,28.1,260.01,74.6,696.63,29.7
Well 3,248,5,0.213,164.2536,27.8,260.72,74.82,697.4,29.5
Well 3,248,5,0.213,164.3544,28.6,260.88,74.07,697.28,29.5
Well 3,248,5,0.213,164.2851,28.6,260.77,73.94,698.06,29.0
Well 3,244,2,0.16,197.55360000000002,15.7,193.68,70.5,694.31,21.3
Well 3,243,2,0.162,152.0064,16.4,194.88,70.52,691.64,22.4
Well 3,243,2,0.163,154.2294,19.1,197.73,70.75,694.73,24.2
Well 3,244,3,0.188,174.75920000000002,20.7,226.96,69.98,696.63,26.0
Well 3,244,3,0.201,163.078,21.7,243.4,69.85,698.18,26.8
Well 3,243,4,0.212,158.37279999999998,22.4,255.44,69.65,697.4,27.9
Well 3,244,4,0.221,133.945,22.4,267.89,70.15,696.75,29.4
Well 3,244,4,0.23,191.6337,26.7,277.73,70.82,696.69,31.2
Well 3,244,4,0.181,182.81759999999997,32.3,217.64,70.87,696.15,31.0
Well 3,245,4,0.178,137.1584,29.1,214.31,71.02,697.46,31.0
Well 3,244,4,0.175,141.85240000000002,29.5,211.72,70.35,696.81,29.3
Well 3,244,4,0.24,191.71680000000003,28.0,290.48,69.98,696.75,30.1
Well 3,244,4,0.225,194.96159999999998,32.0,270.78,70.67,696.1,30.9
Well 3,244,4,0.225,187.26599999999996,31.6,271.4,69.85,695.45,30.4
Well 3,244,4,0.236,197.0364,31.8,285.56,70.52,697.46,30.7
Well 3,244,4,0.197,166.64899999999997,33.2,238.07,70.02,696.75,30.2
Well 3,243,4,0.207,146.95129999999997,27.8,249.07,70.12,696.1,30.7
Well 3,244,4,0.203,147.216,29.3,245.36,70.15,696.75,30.6
Well 3,244,5,0.21,171.82240000000002,28.8,252.68,70.1,696.1,30.7
Well 3,243,5,0.211,165.542,28.3,254.68,69.6,695.98,30.9
Well 3,243,5,0.208,188.42249999999999,30.8,251.23,69.93,695.98,31.2
Well 3,243,5,0.197,181.51080000000002,30.4,238.83,70.17,695.98,31.1
Well 3,244,5,0.195,181.08089999999999,31.0,235.17,70.35,696.63,30.8
Well 3,244,5,0.197,149.7006,30.5,237.62,70.57,696.69,31.2
Well 3,244,5,0.192,150.4165,32.1,231.41,70.55,696.63,31.2
Well 3,244,5,0.19,149.201,32.0,229.54,70.5,695.98,30.7
Well 3,244,5,0.191,168.0606,30.8,230.22,70.05,696.69,31.2
Well 3,243,4,0.224,197.28979999999999,26.3,270.26,69.7,694.08,31.3
Well 3,245,5,0.17,169.99419999999998,39.8,207.31,69.33,702.57,30.2
Well 3,245,5,0.223,181.1211,32.0,270.33,69.58,702.39,31.0
Well 3,244,5,0.19,157.941,35.8,228.9,69.48,701.62,30.0
Well 3,245,5,0.192,177.1408,38.2,233.08,69.7,703.7,30.6
Well 3,246,5,0.162,165.816,39.8,197.4,69.63,704.47,30.5
Well 3,245,5,0.193,180.6189,35.6,234.57,69.21,705.0,30.8
Well 3,245,5,0.203,167.14400000000003,32.3,245.8,69.35,705.0,31.0
Well 3,245,5,0.19,161.392,34.7,230.56,69.7,704.23,30.8
Well 3,245,5,0.186,175.9524,35.3,225.58,69.45,704.23,31.0
Well 3,245,5,0.183,190.53300000000002,37.8,221.55,69.5,704.88,30.8
Well 3,245,5,0.173,180.2044,38.1,209.54,69.3,705.07,30.8
Well 3,245,5,0.165,187.98119999999997,39.2,199.98,69.43,706.43,31.1
Well 3,240,3,0.185,173.8711,25.2,220.09,69.33,685.32,31.3
Well 3,239,3,0.18,186.5019,27.5,214.37,69.28,683.31,30.7
Well 3,239,3,0.188,178.304,24.7,222.88,69.4,683.19,30.5
Well 3,239,3,0.188,162.62210000000002,24.3,222.77,69.28,682.53,31.0
Well 3,239,4,0.195,166.716,24.8,231.55,69.21,682.53,31.5
Well 3,239,4,0.196,139.098,25.6,231.83,69.38,681.88,31.6
Well 3,249,2,0.104,136.8637,21.4,127.91,75.34,695.39,17.5
Well 3,249,2,0.129,146.9214,20.5,157.98,75.37,694.56,19.0
Well 3,248,2,0.129,129.601,21.5,158.05,75.29,693.38,19.9
Well 3,248,2,0.129,151.728,23.5,158.05,75.74,692.02,20.3
Well 3,247,2,0.152,180.1056,22.2,187.61,74.89,691.3,21.9
Well 3,247,3,0.162,160.21800000000002,21.5,197.8,75.46,689.29,23.1
Well 3,247,3,0.162,122.7414,21.2,197.97,75.27,689.94,24.0
Well 3,247,3,0.163,140.60129999999998,22.7,198.03,74.97,688.58,24.6
Well 3,247,3,0.177,153.7576,22.6,216.56,74.84,687.81,24.9
Well 3,246,3,0.187,148.5575,20.3,228.55,74.74,687.28,26.2
Well 3,246,3,0.207,154.3422,20.6,253.02,74.94,686.39,27.8
Well 3,246,3,0.219,146.63000000000002,19.8,266.6,74.82,685.85,29.5
Well 3,246,4,0.22,146.78400000000002,20.6,266.88,74.84,684.49,30.3
Well 3,245,4,0.225,149.875,20.8,272.5,74.69,683.84,31.2
Well 3,245,4,0.228,149.1858,21.1,276.27,74.67,682.53,31.1
Well 3,246,4,0.228,146.57680000000002,20.9,276.56,75.02,683.07,32.1
Well 3,245,4,0.228,171.4424,25.8,276.52,75.29,682.42,32.8
Well 3,246,4,0.214,171.30300000000003,26.4,259.55,74.69,683.89,30.5
Well 3,245,4,0.228,149.256,20.9,276.4,74.72,683.07,31.7
Well 3,245,4,0.228,140.93339999999998,20.6,276.34,74.6,682.42,31.7
Well 3,245,4,0.233,149.4653,21.2,282.01,75.42,682.47,31.6
Well 3,245,4,0.217,158.65200000000002,23.4,264.42,74.69,683.19,30.9
Well 3,245,4,0.241,172.5632,23.3,292.48,74.89,682.53,31.9
Well 3,245,4,0.244,142.2864,22.4,296.43,75.32,682.53,32.4
Well 3,245,4,0.212,133.51,24.0,256.75,74.94,682.42,31.3
Well 3,246,4,0.236,137.62079999999997,22.2,286.71,75.37,683.19,32.4
Well 3,245,4,0.2,131.33880000000002,24.4,243.22,74.97,683.19,31.3
Well 3,245,4,0.221,142.3845,22.5,268.65,74.69,682.53,31.7
Well 3,245,4,0.223,159.1466,23.8,269.74,75.07,683.19,33.7
Well 3,245,3,0.191,191.552,28.0,233.6,74.52,685.85,30.8
Well 3,246,3,0.227,152.16300000000004,20.5,276.66,74.77,685.2,30.9
Well 3,245,4,0.24,145.47,20.7,290.94,74.94,684.43,32.4
Well 3,245,4,0.212,139.6008,23.3,258.52,74.62,683.07,31.5
Well 3,245,4,0.218,116.2128,22.1,264.12,74.25,684.43,31.3
Well 3,245,4,0.223,116.14300000000001,21.7,270.1,75.12,683.07,31.3
Well 3,245,4,0.225,119.64920000000001,21.6,271.93,74.79,682.42,31.7
Well 3,245,4,0.223,122.211,22.4,271.58,74.37,683.84,31.7
Well 3,245,4,0.229,149.37480000000002,21.4,276.62,74.77,682.42,31.9
Well 3,244,4,0.222,157.15099999999998,22.7,270.95,74.32,683.19,32.9
Well 3,245,4,0.223,157.45260000000002,23.0,271.47,74.55,682.48,32.9
Well 3,245,4,0.229,149.5044,21.4,276.86,74.47,682.42,32.5
Well 3,245,4,0.227,132.1488,23.0,275.31,74.55,682.42,32.3
Well 3,245,4,0.217,125.9328,22.6,262.36,74.57,683.19,31.6
Well 3,245,4,0.217,102.7221,22.7,263.39,74.84,682.42,32.4
Well 3,245,4,0.222,112.86240000000001,22.0,268.72,74.52,682.42,32.4
Well 3,245,4,0.224,114.0468,22.4,271.54,74.74,683.07,32.8
Well 3,242,2,0.165,179.163,17.2,199.07,69.11,693.72,21.3
Well 3,241,2,0.157,159.0265,19.6,187.09,68.96,690.93,23.7
Well 3,241,3,0.217,183.4285,18.8,258.35,68.93,689.52,26.9
Well 3,240,3,0.218,85.3875,19.2,258.75,68.66,685.37,28.3
Well 3,240,4,0.215,138.05100000000002,21.5,255.65,68.93,686.14,28.8
Well 3,240,4,0.221,141.5178,22.2,262.07,68.73,684.54,29.6
Well 3,239,4,0.223,137.1864,22.1,263.82,69.28,685.31,31.5
Well 3,239,4,0.216,138.33180000000002,26.3,256.17,68.93,683.89,30.2
Well 3,239,4,0.218,139.50900000000001,25.6,258.35,69.08,682.7,31.1
Well 3,239,4,0.211,157.49370000000002,25.4,249.99,68.63,684.01,30.4
Well 3,239,4,0.218,154.80599999999998,24.6,258.01,68.98,682.7,31.1
Well 3,240,4,0.199,150.6496,27.1,235.39,69.48,683.23,31.2
Well 3,239,4,0.189,138.9048,27.1,224.04,68.81,684.01,30.8
Well 3,240,4,0.181,134.9397,27.0,214.19,69.21,683.89,31.4
Well 3,239,4,0.215,160.524,25.2,254.8,68.83,684.54,30.0
Well 3,239,4,0.235,147.12269999999998,22.1,277.59,68.63,683.23,30.9
Well 3,240,4,0.222,147.07840000000002,24.8,262.64,69.45,682.05,31.1
Well 3,239,4,0.211,137.2415,24.4,249.53,68.76,682.7,31.5
Well 3,239,4,0.211,142.2321,24.2,249.53,68.66,682.58,31.3
Well 3,239,4,0.209,140.66459999999998,24.9,246.78,68.53,682.7,31.5
Well 3,239,4,0.209,140.79569999999998,24.3,247.01,69.25,682.7,31.7
Well 3,239,4,0.208,142.6974,24.6,246.03,68.83,682.05,31.5
Well 3,239,4,0.207,142.332,25.1,245.4,68.41,684.01,31.5
Well 3,239,4,0.213,143.45189999999997,24.7,251.67,68.83,682.7,31.4
Well 3,238,4,0.22,137.58800000000002,23.9,259.6,68.44,682.58,31.8
Well 3,243,4,0.22,137.61980000000003,25.7,259.66,68.68,697.48,32.1
Well 3,244,5,0.21,138.9135,31.5,252.57,68.73,705.1,32.4
Well 3,244,5,0.188,131.6658,39.4,227.01,68.24,703.14,30.8
Well 3,244,5,0.196,123.17240000000001,36.1,236.87,68.96,703.85,31.6
Well 3,244,5,0.192,130.2392,36.3,232.57,68.81,703.14,31.3
Well 3,244,6,0.186,128.15879999999999,39.0,224.84,68.26,701.83,31.3
Well 3,244,5,0.202,133.8975,35.9,243.45,68.93,703.07,31.8
Well 3,244,6,0.205,125.9394,35.0,246.94,69.06,703.14,31.7
Well 3,244,6,0.197,114.4944,38.3,238.53,68.81,703.79,31.3
Well 3,245,6,0.195,117.78,38.5,235.56,69.06,703.79,31.7
Well 3,244,6,0.197,114.192,36.8,237.9,68.83,703.14,31.5
Well 3,245,5,0.171,146.9416,39.6,206.96,68.66,705.92,30.4
Well 3,244,5,0.208,162.8965,36.4,250.61,68.73,704.44,31.6
Well 3,244,5,0.205,146.5442,37.0,248.38,68.46,703.79,31.5
Well 3,244,5,0.197,140.16039999999998,36.9,237.56,68.63,703.67,31.3
Well 3,244,6,0.202,121.41,36.3,242.82,68.61,703.79,31.5
Well 3,244,6,0.205,128.622,35.9,247.35,68.61,703.67,31.5
Well 3,244,6,0.202,127.4312,37.1,245.06,68.58,703.55,31.4
Well 3,244,6,0.205,131.281,37.3,247.7,68.16,703.67,31.9
Well 3,244,6,0.194,129.393,38.6,235.26,68.26,703.79,31.3
Well 3,244,6,0.211,132.1424,36.1,254.12,68.88,703.79,32.1
Well 3,243,6,0.21,131.9656,36.3,253.78,68.16,703.79,31.5
Well 3,244,6,0.199,141.777,36.9,240.3,68.66,703.08,31.6
Well 3,244,6,0.199,129.76200000000003,37.1,240.3,68.63,705.15,32.1
Well 3,245,6,0.196,127.75320000000002,37.3,236.58,69.06,704.44,31.6
Well 3,244,6,0.199,124.45160000000001,36.9,239.33,68.46,703.67,32.3
Well 3,244,6,0.197,123.88480000000001,36.9,238.24,68.31,704.44,32.8
Well 3,243,6,0.195,139.1397,38.3,235.83,68.14,703.79,32.3
Well 3,244,6,0.192,136.7148,37.8,231.72,68.44,703.67,32.3
Well 3,244,6,0.196,149.1525,37.8,236.75,68.44,703.79,31.8
Well 3,245,6,0.195,149.0076,37.0,236.52,68.44,705.1,31.7
Well 3,244,5,0.196,149.2596,36.4,236.92,68.58,705.1,32.2
Well 3,244,6,0.198,136.1388,37.1,238.84,68.93,703.79,32.4
Well 3,244,6,0.205,138.4488,35.8,247.23,68.19,704.44,32.6
Well 3,244,6,0.204,145.80079999999998,37.8,247.12,68.68,703.79,32.3
Well 3,245,5,0.183,133.04999999999998,39.1,221.75,69.13,705.75,31.7
Well 3,245,5,0.196,144.4907,37.7,236.87,68.78,706.4,31.5
Well 3,246,5,0.207,158.14260000000002,29.2,251.02,68.19,710.49,31.8
Well 3,244,5,0.181,104.9232,39.5,218.59,68.46,706.28,30.6
Well 3,245,5,0.207,120.1056,29.2,250.22,68.29,711.85,29.7
Well 3,245,5,0.207,135.15120000000002,37.5,250.28,68.44,707.76,33.3
Well 3,243,2,0.162,169.2933,23.6,194.59,68.56,700.6,20.7
Well 3,242,3,0.14,162.63989999999998,32.6,167.67,68.06,699.3,23.3
Well 3,240,3,0.146,122.58399999999999,25.0,175.12,67.47,695.15,23.4
Well 3,242,3,0.173,138.3617,24.7,206.51,68.39,695.09,25.2
Well 3,241,4,0.173,133.97150000000002,26.5,206.11,68.41,693.08,25.5
Well 3,242,4,0.165,130.1718,28.0,197.23,68.83,693.08,25.3
Well 3,241,4,0.163,112.89119999999998,28.2,194.64,68.51,693.08,26.0
Well 3,241,4,0.177,122.10159999999999,27.9,210.52,68.21,691.77,27.5
Well 3,241,4,0.203,128.4826,26.7,242.42,68.51,691.0,27.7
Well 3,241,4,0.206,107.2808,25.1,243.82,68.41,692.42,29.0
Well 3,241,4,0.206,124.4859,25.8,244.09,68.09,691.53,30.4
Well 3,240,4,0.206,124.5114,26.5,244.14,68.71,689.69,29.4
Well 3,241,4,0.205,158.47650000000002,30.1,243.81,68.39,691.0,31.2
Well 3,242,4,0.178,148.16199999999998,34.0,211.66,68.46,693.08,30.4
Well 3,241,4,0.174,145.32,31.0,207.6,68.06,692.96,29.0
Well 3,241,4,0.206,120.13329999999999,29.3,245.17,68.19,691.65,29.6
Well 3,240,4,0.22,102.12150000000001,23.9,261.85,68.04,690.88,29.9
Well 3,240,4,0.222,139.5702,24.2,263.34,68.61,688.99,30.8
Well 3,242,4,0.213,139.9145,30.2,254.39,68.51,698.77,29.9
Well 3,242,5,0.192,124.72380000000001,31.1,230.97,67.89,697.88,29.6
Well 3,243,5,0.206,122.1276,31.3,249.24,68.19,705.25,29.6
Well 3,244,5,0.212,124.8814,32.1,254.86,67.89,703.17,30.2
Well 3,244,5,0.212,127.515,32.6,255.03,68.34,703.17,30.7
Well 3,243,5,0.208,145.22619999999998,32.5,250.39,67.64,701.87,30.6
Well 3,243,5,0.208,150.408,32.2,250.68,68.01,701.16,30.7
Well 3,243,5,0.209,150.438,33.6,250.73,67.79,701.87,30.6
Well 3,243,5,0.212,147.6854,32.2,254.63,68.21,701.75,30.6
Well 3,243,5,0.211,147.088,32.2,253.6,68.26,701.28,30.7
Well 3,243,5,0.208,130.2028,32.4,250.39,68.21,701.81,31.3
Well 3,246,4,0.122,123.1388,37.9,148.36,68.21,712.71,24.2
Well 3,245,4,0.122,135.01670000000001,39.8,148.37,68.29,711.35,24.7
Well 3,245,4,0.143,144.6856,39.9,174.32,67.67,711.35,27.2
Well 3,245,4,0.156,133.4871,35.5,188.01,68.31,709.99,27.4
Well 3,244,4,0.156,96.00240000000001,35.9,188.24,67.54,708.03,27.8
Well 3,244,4,0.156,146.913,34.9,188.35,67.44,709.28,28.1
Well 3,245,5,0.156,146.9598,37.0,188.41,68.46,709.4,27.9
Well 3,244,5,0.156,112.93799999999999,36.9,188.23,68.31,709.4,27.5
Well 3,244,4,0.174,126.55199999999999,36.2,210.92,67.67,707.92,28.1
Well 3,244,5,0.206,146.0368,32.1,247.52,67.37,708.03,29.2
Well 3,244,5,0.215,132.4011,29.3,259.61,68.14,706.61,31.4
Well 3,244,5,0.199,146.583,35.4,240.3,67.52,706.67,30.7
Well 3,244,5,0.219,145.244,33.9,264.08,68.21,706.73,31.1
Well 3,244,5,0.207,154.60320000000002,34.4,249.36,67.69,706.49,29.5
Well 3,243,5,0.22,161.65,33.3,265.0,67.69,705.13,30.9
Well 3,244,5,0.221,157.058,33.7,266.2,67.76,706.61,31.0
Well 3,243,5,0.206,146.7212,34.5,248.68,67.34,705.25,30.9
Well 3,243,5,0.222,114.58640000000001,29.8,266.48,67.37,704.65,31.0
Well 3,243,5,0.222,130.6046,31.4,266.54,68.01,705.96,31.2
Well 3,244,5,0.199,125.3148,34.0,240.99,67.67,705.96,30.4
Well 3,243,5,0.211,127.11,30.7,254.22,66.97,706.01,31.3
Well 3,244,5,0.204,125.53139999999999,30.6,246.14,67.42,705.37,31.1
Well 3,243,5,0.211,129.8868,30.5,254.68,67.32,706.02,31.3
Well 3,245,4,0.185,132.18359999999998,30.9,224.04,67.24,709.4,30.2
Well 3,243,5,0.207,144.60559999999998,29.0,249.32,67.84,707.44,31.0
Well 3,243,5,0.209,141.036,29.6,251.85,66.94,706.61,30.3
Well 3,244,5,0.222,141.6902,28.1,267.34,67.94,706.73,31.2
Well 3,243,5,0.222,143.99640000000002,29.6,266.66,67.59,706.67,30.5
Well 3,243,5,0.215,140.373,29.6,259.95,66.99,706.02,31.1
Well 3,243,5,0.221,154.32639999999998,28.9,266.08,67.24,706.73,31.1
Well 3,244,5,0.223,153.102,28.3,268.6,67.39,706.61,32.0
Well 3,243,5,0.22,164.33100000000002,29.7,265.05,67.27,705.97,32.1
Well 3,244,5,0.219,164.57899999999998,29.1,265.45,67.02,705.96,30.7
Well 3,243,5,0.232,164.18519999999998,28.3,278.28,66.97,705.9,31.3
Well 3,243,5,0.231,161.07179999999997,28.6,277.71,67.24,705.9,31.6
Well 3,245,4,0.159,151.4193,35.7,191.67,67.67,708.74,30.9
Well 3,244,4,0.151,133.5608,38.4,182.96,67.59,708.74,31.0
Well 3,240,3,0.162,131.3488,23.5,193.16,67.86,692.23,30.2
Well 3,241,3,0.156,137.7288,24.8,186.12,68.01,694.19,30.5
Well 3,241,3,0.139,150.5504,25.8,165.44,67.99,694.12,30.7
Well 3,240,3,0.131,156.79240000000001,26.4,155.24,67.81,693.59,30.7
Well 3,241,3,0.116,144.95250000000001,29.8,138.05,67.57,694.24,30.6
Well 3,240,3,0.126,146.85299999999998,28.5,149.85,68.11,693.59,30.3
Well 3,241,2,0.133,152.3808,28.2,158.73,68.04,693.59,30.8
Well 3,241,2,0.112,176.7216,37.2,133.88,67.69,696.2,30.2
Well 3,242,3,0.115,156.408,30.1,137.2,67.74,696.2,30.6
Well 3,241,2,0.107,162.82670000000002,32.5,128.21,67.62,695.67,30.8
Well 3,241,3,0.114,160.68059999999997,29.5,136.17,67.99,695.55,30.9
Well 3,241,3,0.169,188.9109,29.1,203.13,67.54,694.24,30.7
Well 3,241,3,0.175,180.9513,23.2,207.99,67.99,694.24,31.3
Well 3,241,3,0.138,167.2902,27.3,164.01,68.24,694.9,30.6
Well 3,241,3,0.14,137.022,28.3,167.1,67.76,692.88,30.7
Well 3,241,3,0.168,164.451,26.2,200.55,67.76,692.82,30.4
Well 3,240,3,0.18,149.611,22.8,213.73,67.42,692.82,30.9
Well 3,241,3,0.163,162.54,24.0,193.5,67.37,693.47,30.6
Well 3,240,3,0.165,173.6924,24.0,195.16,67.52,692.94,30.5
Well 3,241,3,0.16,170.856,24.2,189.84,67.96,694.12,30.8
Well 3,240,3,0.163,188.8105,24.2,194.65,67.47,692.23,30.7
Well 3,240,3,0.172,194.332,23.2,204.56,67.44,692.06,30.9
Well 3,240,3,0.172,191.96679999999998,23.2,204.22,67.24,692.88,31.0
Well 3,240,3,0.19,160.1689,22.1,225.59,67.09,692.23,31.1
Well 3,240,3,0.18,156.0594,22.8,213.78,67.57,692.23,31.8
Well 3,239,3,0.193,162.15689999999998,22.9,228.39,67.84,690.75,31.1
Well 3,240,3,0.212,165.33,20.5,250.5,67.69,691.39,31.0
Well 3,240,3,0.207,169.4433,20.3,245.57,67.39,691.46,30.9
Well 3,240,3,0.201,166.52299999999997,21.0,237.89,67.47,692.88,31.3
Well 3,240,3,0.198,166.4666,21.4,234.46,67.19,690.27,30.7
Well 3,240,3,0.206,169.1259,20.9,245.11,67.49,693.59,31.6
Well 3,240,3,0.178,188.1282,28.5,211.38,67.27,692.94,30.2
Well 3,240,3,0.185,169.4231,25.2,220.03,67.14,692.88,30.0
Well 3,240,3,0.179,127.24199999999999,22.2,212.07,67.42,692.17,30.8
Well 3,241,3,0.176,164.5886,26.4,208.34,67.74,692.82,31.3
Well 3,241,3,0.136,180.63360000000003,32.9,161.28,67.69,694.9,30.7
Well 3,241,3,0.141,149.2797,24.4,167.73,67.74,694.24,30.1
Well 3,241,3,0.181,180.5412,23.3,214.93,67.29,693.59,30.6
Well 3,240,3,0.18,175.91459999999998,24.6,214.53,68.29,692.76,30.6
Well 3,240,3,0.16,160.0368,25.2,190.52,67.52,692.18,31.0
Well 3,240,3,0.164,163.128,25.5,194.2,67.74,690.87,30.8
Well 3,239,3,0.177,157.89000000000001,25.0,210.52,67.17,690.93,31.0
Well 3,240,3,0.178,147.88199999999998,24.7,211.26,67.64,691.52,30.7
